Number,AbilityName,IsHidden
165,Rattled,True
165,Swarm,False
166,Early Bird,False
166,Iron Fist,True
166,Swarm,False
167,Insomnia,False
167,Sniper,True
167,Swarm,False
168,Insomnia,False
168,Sniper,True
168,Swarm,False
169,Infiltrator,True
169,Inner Focus,False
170,Illuminate,False
170,Volt Absorb,False
170,Water Absorb,True
171,Illuminate,False
171,Volt Absorb,False
171,Water Absorb,True
172,Lightning Rod,True
172,Static,False
173,Cute Charm,False
173,Friend Guard,True
173,Magic Guard,False
174,Competitive,False
174,Cute Charm,False
174,Friend Guard,True
175,Hustle,False
175,Serene Grace,False
175,Super Luck,True
176,Hustle,False
176,Serene Grace,False
176,Super Luck,True
177,Early Bird,False
177,Magic Bounce,True
177,Synchronize,False
178,Early Bird,False
178,Magic Bounce,True
178,Synchronize,False
179,Plus,True
179,Static,False
180,Plus,True
180,Static,False
181,Mold Breaker,False
181,Plus,True
181,Static,False
182,Chlorophyll,False
182,Healer,True
183,Huge Power,False
183,Sap Sipper,True
183,Thick Fat,False
184,Huge Power,False
184,Sap Sipper,True
184,Thick Fat,False
185,Rattled,True
185,Rock Head,False
185,Sturdy,False
186,Damp,False
186,Drizzle,True
186,Water Absorb,False
187,Chlorophyll,False
187,Infiltrator,True
187,Leaf Guard,False
188,Chlorophyll,False
188,Infiltrator,True
188,Leaf Guard,False
189,Chlorophyll,False
189,Infiltrator,True
189,Leaf Guard,False
190,Pickup,False
190,Run Away,False
190,Skill Link,True
191,Chlorophyll,False
191,Early Bird,True
191,Solar Power,False
192,Chlorophyll,False
192,Early Bird,True
192,Solar Power,False
193,Compound Eyes,False
193,Frisk,True
193,Speed Boost,False
194,Damp,False
194,Poison Point,False
194,Unaware,True
194,Water Absorb,False
195,Damp,False
195,Unaware,True
195,Water Absorb,False
196,Magic Bounce,True
196,Synchronize,False
197,Inner Focus,True
197,Synchronize,False
198,Insomnia,False
198,Prankster,True
198,Super Luck,False
199,Curious Medicine,False
199,Oblivious,False
199,Own Tempo,False
199,Regenerator,True
200,Levitate,False
201,Levitate,False
202,Shadow Tag,False
202,Telepathy,True
203,Early Bird,False
203,Inner Focus,False
203,Sap Sipper,True
204,Overcoat,True
204,Sturdy,False
205,Overcoat,True
205,Sturdy,False
206,Rattled,True
206,Run Away,False
206,Serene Grace,False
207,Hyper Cutter,False
207,Immunity,True
207,Sand Veil,False
208,Rock Head,False
208,Sand Force,False
208,Sheer Force,True
208,Sturdy,False
209,Intimidate,False
209,Rattled,True
209,Run Away,False
210,Intimidate,False
210,Quick Feet,False
210,Rattled,True
211,Intimidate,True
211,Poison Point,False
211,Swift Swim,False
212,Light Metal,True
212,Swarm,False
212,Technician,False
213,Contrary,True
213,Gluttony,False
213,Sturdy,False
214,Guts,False
214,Moxie,True
214,Skill Link,False
214,Swarm,False
215,Inner Focus,False
215,Keen Eye,False
215,Pickpocket,True
216,Honey Gather,True
216,Pickup,False
216,Quick Feet,False
217,Guts,False
217,Quick Feet,False
217,Unnerve,True
218,Flame Body,False
218,Magma Armor,False
218,Weak Armor,True
219,Flame Body,False
219,Magma Armor,False
219,Weak Armor,True
220,Oblivious,False
220,Snow Cloak,False
220,Thick Fat,True
221,Oblivious,False
221,Snow Cloak,False
221,Thick Fat,True
222,Cursed Body,True
222,Hustle,False
222,Natural Cure,False
222,Regenerator,True
222,Weak Armor,False
223,Hustle,False
223,Moody,True
223,Sniper,False
224,Moody,True
224,Sniper,False
224,Suction Cups,False
225,Hustle,False
225,Insomnia,True
225,Vital Spirit,False
226,Swift Swim,False
226,Water Absorb,False
226,Water Veil,True
227,Keen Eye,False
227,Stalwart,False
227,Sturdy,False
227,Weak Armor,True
228,Early Bird,False
228,Flash Fire,False
228,Unnerve,True
229,Early Bird,False
229,Flash Fire,False
229,Solar Power,False
229,Unnerve,True
230,Damp,True
230,Sniper,False
230,Swift Swim,False
231,Pickup,False
231,Sand Veil,True
232,Sand Veil,True
232,Sturdy,False
233,Analytic,True
233,Download,False
233,Trace,False
234,Frisk,False
234,Intimidate,False
234,Sap Sipper,True
235,Moody,True
235,Own Tempo,False
235,Technician,False
236,Guts,False
236,Steadfast,False
236,Vital Spirit,True
237,Intimidate,False
237,Steadfast,True
237,Technician,False
238,Forewarn,False
238,Hydration,True
238,Oblivious,False
239,Static,False
239,Vital Spirit,True
240,Flame Body,False
240,Vital Spirit,True
241,Sap Sipper,True
241,Scrappy,False
241,Thick Fat,False
242,Healer,True
242,Natural Cure,False
242,Serene Grace,False
243,Inner Focus,True
243,Pressure,False
244,Inner Focus,True
244,Pressure,False
245,Inner Focus,True
245,Pressure,False
246,Guts,False
246,Sand Veil,True
247,Shed Skin,False
248,Sand Stream,False
248,Unnerve,True
249,Multiscale,True
249,Pressure,False
250,Pressure,False
250,Regenerator,True
251,Natural Cure,False
252,Overgrow,False
252,Unburden,True
253,Overgrow,False
253,Unburden,True
254,Lightning Rod,False
254,Overgrow,False
254,Unburden,True
255,Blaze,False
255,Speed Boost,True
256,Blaze,False
256,Speed Boost,True
257,Blaze,False
257,Speed Boost,False
257,Speed Boost,True
258,Damp,True
258,Torrent,False
259,Damp,True
259,Torrent,False
260,Damp,True
260,Swift Swim,False
260,Torrent,False
261,Quick Feet,False
261,Rattled,True
261,Run Away,False
262,Intimidate,False
262,Moxie,True
262,Quick Feet,False
263,Gluttony,False
263,Pickup,False
263,Quick Feet,True
264,Gluttony,False
264,Pickup,False
264,Quick Feet,True
265,Run Away,True
265,Shield Dust,False
266,Shed Skin,False
267,Rivalry,True
267,Swarm,False
268,Shed Skin,False
269,Compound Eyes,True
269,Shield Dust,False
270,Own Tempo,True
270,Rain Dish,False
270,Swift Swim,False
271,Own Tempo,True
271,Rain Dish,False
271,Swift Swim,False
272,Own Tempo,True
272,Rain Dish,False
272,Swift Swim,False
273,Chlorophyll,False
273,Early Bird,False
273,Pickpocket,True
274,Chlorophyll,False
274,Early Bird,False
274,Pickpocket,True
275,Chlorophyll,False
275,Pickpocket,True
275,Wind Rider,False
276,Guts,False
276,Scrappy,True
277,Guts,False
277,Scrappy,True
278,Hydration,False
278,Keen Eye,False
278,Rain Dish,True
279,Drizzle,False
279,Keen Eye,False
279,Rain Dish,True
280,Synchronize,False
280,Telepathy,True
280,Trace,False
281,Synchronize,False
281,Telepathy,True
281,Trace,False
282,Pixilate,False
282,Synchronize,False
282,Telepathy,True
282,Trace,False
283,Rain Dish,True
283,Swift Swim,False
284,Intimidate,False
284,Unnerve,True
285,Effect Spore,False
285,Poison Heal,False
285,Quick Feet,True
286,Effect Spore,False
286,Poison Heal,False
286,Technician,True
287,Truant,False
288,Vital Spirit,False
289,Truant,False
290,Compound Eyes,False
290,Run Away,True
291,Infiltrator,True
291,Speed Boost,False
292,Wonder Guard,False
293,Rattled,True
293,Soundproof,False
294,Scrappy,True
294,Soundproof,False
295,Scrappy,True
295,Soundproof,False
296,Guts,False
296,Sheer Force,True
296,Thick Fat,False
297,Guts,False
297,Sheer Force,True
297,Thick Fat,False
298,Huge Power,False
298,Sap Sipper,True
298,Thick Fat,False
299,Magnet Pull,False
299,Sand Force,True
299,Sturdy,False
300,Cute Charm,False
300,Normalize,False
300,Wonder Skin,True
301,Cute Charm,False
301,Normalize,False
301,Wonder Skin,True
302,Keen Eye,False
302,Magic Bounce,False
302,Prankster,True
302,Stall,False
303,Huge Power,False
303,Hyper Cutter,False
303,Intimidate,False
303,Sheer Force,True
304,Heavy Metal,True
304,Rock Head,False
304,Sturdy,False
305,Heavy Metal,True
305,Rock Head,False
305,Sturdy,False
306,Filter,False
306,Heavy Metal,True
306,Rock Head,False
306,Sturdy,False
307,Pure Power,False
307,Telepathy,True
308,Pure Power,False
308,Telepathy,True
309,Lightning Rod,False
309,Minus,True
309,Static,False
310,Intimidate,False
310,Lightning Rod,False
310,Minus,True
310,Static,False
311,Lightning Rod,True
311,Plus,False
312,Minus,False
312,Volt Absorb,True
313,Illuminate,False
313,Prankster,True
313,Swarm,False
314,Oblivious,False
314,Prankster,True
314,Tinted Lens,False
315,Leaf Guard,True
315,Natural Cure,False
315,Poison Point,False
316,Gluttony,True
316,Liquid Ooze,False
316,Sticky Hold,False
317,Gluttony,True
317,Liquid Ooze,False
317,Sticky Hold,False
318,Rough Skin,False
318,Speed Boost,True
319,Rough Skin,False
319,Speed Boost,True
319,Strong Jaw,False
320,Oblivious,False
320,Pressure,True
320,Water Veil,False
321,Oblivious,False
321,Pressure,True
321,Water Veil,False
322,Oblivious,False
322,Own Tempo,True
322,Simple,False
323,Anger Point,True
323,Magma Armor,False
323,Sheer Force,False
323,Solid Rock,False
324,Drought,False
324,Shell Armor,True
324,White Smoke,False
325,Gluttony,True
325,Own Tempo,False
325,Thick Fat,False
326,Gluttony,True
326,Own Tempo,False
326,Thick Fat,False
327,Contrary,True
327,Own Tempo,False
327,Tangled Feet,False
328,Arena Trap,False
328,Hyper Cutter,False
328,Sheer Force,True
329,Levitate,False
330,Levitate,False
331,Sand Veil,False
331,Water Absorb,True
332,Sand Veil,False
332,Water Absorb,True
333,Cloud Nine,True
333,Natural Cure,False
334,Cloud Nine,True
334,Natural Cure,False
334,Pixilate,False
335,Immunity,False
335,Toxic Boost,True
336,Infiltrator,True
336,Shed Skin,False
337,Levitate,False
338,Levitate,False
339,Anticipation,False
339,Hydration,True
339,Oblivious,False
340,Anticipation,False
340,Hydration,True
340,Oblivious,False
341,Adaptability,True
341,Hyper Cutter,False
341,Shell Armor,False
342,Adaptability,True
342,Hyper Cutter,False
342,Shell Armor,False
343,Levitate,False
344,Levitate,False
345,Storm Drain,True
345,Suction Cups,False
346,Storm Drain,True
346,Suction Cups,False
347,Battle Armor,False
347,Swift Swim,True
348,Battle Armor,False
348,Swift Swim,True
349,Adaptability,True
349,Oblivious,False
349,Swift Swim,False
350,Competitive,False
350,Cute Charm,True
350,Marvel Scale,False
351,Forecast,False
352,Color Change,False
352,Protean,True
353,Cursed Body,True
353,Frisk,False
353,Insomnia,False
354,Cursed Body,True
354,Frisk,False
354,Insomnia,False
354,Prankster,False
355,Frisk,True
355,Levitate,False
356,Frisk,True
356,Pressure,False
357,Chlorophyll,False
357,Harvest,True
357,Solar Power,False
358,Levitate,False
359,Justified,True
359,Magic Bounce,False
359,Pressure,False
359,Super Luck,False
360,Shadow Tag,False
360,Telepathy,True
361,Ice Body,False
361,Inner Focus,False
361,Moody,True
362,Ice Body,False
362,Inner Focus,False
362,Moody,True
362,Refrigerate,False
363,Ice Body,False
363,Oblivious,True
363,Thick Fat,False
364,Ice Body,False
364,Oblivious,True
364,Thick Fat,False
365,Ice Body,False
365,Oblivious,True
365,Thick Fat,False
366,Rattled,True
366,Shell Armor,False
367,Swift Swim,False
367,Water Veil,True
368,Hydration,True
368,Swift Swim,False
369,Rock Head,False
369,Sturdy,True
369,Swift Swim,False
370,Hydration,True
370,Swift Swim,False
371,Rock Head,False
371,Sheer Force,True
372,Overcoat,True
372,Rock Head,False
373,Aerilate,False
373,Intimidate,False
373,Moxie,True
374,Clear Body,False
374,Light Metal,True
375,Clear Body,False
375,Light Metal,True
376,Clear Body,False
376,Light Metal,True
376,Tough Claws,False
377,Clear Body,False
377,Sturdy,True
378,Clear Body,False
378,Ice Body,True
379,Clear Body,False
379,Light Metal,True
380,Levitate,False
381,Levitate,False
382,Drizzle,False
382,Primordial Sea,False
383,Desolate Land,False
383,Drought,False
384,Air Lock,False
384,Delta Stream,False
385,Serene Grace,False
386,Pressure,False
387,Overgrow,False
387,Shell Armor,True
388,Overgrow,False
388,Shell Armor,True
389,Overgrow,False
389,Shell Armor,True
390,Blaze,False
390,Iron Fist,True
391,Blaze,False
391,Iron Fist,True
392,Blaze,False
392,Iron Fist,True
393,Competitive,True
393,Torrent,False
394,Competitive,True
394,Torrent,False
395,Competitive,True
395,Torrent,False
396,Keen Eye,False
396,Reckless,True
397,Intimidate,False
397,Reckless,True
398,Intimidate,False
398,Reckless,True
399,Moody,True
399,Simple,False
399,Unaware,False
400,Moody,True
400,Simple,False
400,Unaware,False
401,Run Away,True
401,Shed Skin,False
402,Swarm,False
402,Technician,True
403,Guts,True
403,Intimidate,False
403,Rivalry,False
404,Guts,True
404,Intimidate,False
404,Rivalry,False
405,Guts,True
405,Intimidate,False
405,Rivalry,False
406,Leaf Guard,True
406,Natural Cure,False
406,Poison Point,False
407,Natural Cure,False
407,Poison Point,False
407,Technician,True
408,Mold Breaker,False
408,Sheer Force,True
409,Mold Breaker,False
409,Sheer Force,True
410,Soundproof,True
410,Sturdy,False
411,Soundproof,True
411,Sturdy,False
412,Overcoat,True
412,Shed Skin,False
413,Anticipation,False
413,Overcoat,True
414,Swarm,False
414,Tinted Lens,True
415,Honey Gather,False
415,Hustle,True
416,Pressure,False
416,Unnerve,True
417,Pickup,False
417,Run Away,False
417,Volt Absorb,True
418,Swift Swim,False
418,Water Veil,True
419,Swift Swim,False
419,Water Veil,True
420,Chlorophyll,False
421,Flower Gift,False
422,Sand Force,True
422,Sticky Hold,False
422,Storm Drain,False
423,Sand Force,True
423,Sticky Hold,False
423,Storm Drain,False
424,Pickup,False
424,Skill Link,True
424,Technician,False
425,Aftermath,False
425,Flare Boost,True
425,Unburden,False
426,Aftermath,False
426,Flare Boost,True
426,Unburden,False
427,Klutz,False
427,Limber,True
427,Run Away,False
428,Cute Charm,False
428,Klutz,False
428,Limber,True
428,Scrappy,False
429,Levitate,False
430,Insomnia,False
430,Moxie,True
430,Super Luck,False
431,Keen Eye,True
431,Limber,False
431,Own Tempo,False
432,Defiant,True
432,Own Tempo,False
432,Thick Fat,False
433,Levitate,False
434,Aftermath,False
434,Keen Eye,True
434,Stench,False
435,Aftermath,False
435,Keen Eye,True
435,Stench,False
436,Heatproof,False
436,Heavy Metal,True
436,Levitate,False
437,Heatproof,False
437,Heavy Metal,True
437,Levitate,False
438,Rattled,True
438,Rock Head,False
438,Sturdy,False
439,Filter,False
439,Soundproof,False
439,Technician,True
440,Friend Guard,True
440,Natural Cure,False
440,Serene Grace,False
441,Big Pecks,True
441,Keen Eye,False
441,Tangled Feet,False
442,Infiltrator,True
442,Pressure,False
443,Rough Skin,True
443,Sand Veil,False
444,Rough Skin,True
444,Sand Veil,False
445,Rough Skin,True
445,Sand Force,False
445,Sand Veil,False
446,Gluttony,True
446,Pickup,False
446,Thick Fat,False
447,Inner Focus,False
447,Prankster,True
447,Steadfast,False
448,Adaptability,False
448,Inner Focus,False
448,Justified,True
448,Steadfast,False
449,Sand Force,True
449,Sand Stream,False
450,Sand Force,True
450,Sand Stream,False
451,Battle Armor,False
451,Keen Eye,True
451,Sniper,False
452,Battle Armor,False
452,Keen Eye,True
452,Sniper,False
453,Anticipation,False
453,Dry Skin,False
453,Poison Touch,True
454,Anticipation,False
454,Dry Skin,False
454,Poison Touch,True
455,Levitate,False
456,Storm Drain,False
456,Swift Swim,False
456,Water Veil,True
457,Storm Drain,False
457,Swift Swim,False
457,Water Veil,True
458,Swift Swim,False
458,Water Absorb,False
458,Water Veil,True
459,Snow Warning,False
459,Soundproof,True
460,Snow Warning,False
460,Soundproof,True
461,Pickpocket,True
461,Pressure,False
462,Analytic,True
462,Magnet Pull,False
462,Sturdy,False
463,Cloud Nine,True
463,Oblivious,False
463,Own Tempo,False
464,Lightning Rod,False
464,Reckless,True
464,Solid Rock,False
465,Chlorophyll,False
465,Leaf Guard,False
465,Regenerator,True
466,Motor Drive,False
466,Vital Spirit,True
467,Flame Body,False
467,Vital Spirit,True
468,Hustle,False
468,Serene Grace,False
468,Super Luck,True
469,Frisk,True
469,Speed Boost,False
469,Tinted Lens,False
470,Chlorophyll,True
470,Leaf Guard,False
471,Ice Body,True
471,Snow Cloak,False
472,Hyper Cutter,False
472,Poison Heal,True
472,Sand Veil,False
473,Oblivious,False
473,Snow Cloak,False
473,Thick Fat,True
474,Adaptability,False
474,Analytic,True
474,Download,False
475,Inner Focus,False
475,Justified,True
475,Sharpness,False
475,Steadfast,False
476,Magnet Pull,False
476,Sand Force,True
476,Sturdy,False
477,Frisk,True
477,Pressure,False
478,Cursed Body,True
478,Snow Cloak,False
478,Snow Warning,False
479,Levitate,False
480,Levitate,False
481,Levitate,False
482,Levitate,False
483,Pressure,False
483,Telepathy,True
484,Pressure,False
484,Telepathy,True
485,Flame Body,True
485,Flash Fire,False
486,Slow Start,False
487,Levitate,False
487,Pressure,False
487,Telepathy,True
488,Levitate,False
489,Hydration,False
490,Hydration,False
491,Bad Dreams,False
492,Natural Cure,False
492,Serene Grace,False
493,Multitype,False
494,Victory Star,False
495,Contrary,True
495,Overgrow,False
496,Contrary,True
496,Overgrow,False
497,Contrary,True
497,Overgrow,False
498,Blaze,False
498,Thick Fat,True
499,Blaze,False
499,Thick Fat,True
500,Blaze,False
500,Mold Breaker,False
500,Reckless,True
501,Shell Armor,True
501,Torrent,False
502,Shell Armor,True
502,Torrent,False
503,Sharpness,True
503,Shell Armor,True
503,Torrent,False
504,Analytic,True
504,Keen Eye,False
504,Run Away,False
505,Analytic,True
505,Illuminate,False
505,Keen Eye,False
506,Pickup,False
506,Run Away,True
506,Vital Spirit,False
507,Intimidate,False
507,Sand Rush,False
507,Scrappy,True
508,Intimidate,False
508,Sand Rush,False
508,Scrappy,True
509,Limber,False
509,Prankster,True
509,Unburden,False
510,Limber,False
510,Prankster,True
510,Unburden,False
511,Gluttony,False
511,Overgrow,True
512,Gluttony,False
512,Overgrow,True
513,Blaze,True
513,Gluttony,False
514,Blaze,True
